id,playDate,answerRate,incorrectWords
1,1596094502,20,{,154,77,76,83,91,68,150,154,} 
2,1596094512,30,{,35,161,77,4,141,36,144,} 
3,1596094874,10,{,160,165,78,48,122,119,137,41,110,} 
